iata,icao,unlocode,place_id,place_name,place_region,place_country
SAF,KSAF,USSAF,5490263,Santa Fe,New Mexico,US
SAH,OYSN,YESAH,71137,Sanaa,Sanaa,YE
SAK,BIKR,,2627309,Sauðarkrokur,Northwest,IS
SAL,MSLP,SVSAL,3583306,Santa Clara,La Paz,SV
SAM,,PGSAM,2087362,Salamo,Milne Bay,PG
SAN,KSAN,USSAN,5391811,San Diego,California,US
SAP,MHLM,HNSAP,3607403,La Mesa,Cortés,HN
SAQ,MYAN,BSSAQ,3571523,San Andros,North Andros,BS
SAR,KSAR,USSAR,4250476,Sparta,Illinois,US
SAS,KSAS,USSAS,5391503,Salton City,California,US
SAT,KSAT,,4726206,San Antonio,Texas,US
SAU,WATS,IDSAU,8378050,Lobolama,East Nusa Tenggara,ID
SAV,KSAV,USSAV,4221552,Savannah,Georgia,US
SAW,LTFJ,TRSAW,745044,Istanbul,Istanbul,TR
SAX,,PASAX,8643384,Sambú,Darién,PA
SAY,LIQS,,3166548,Siena,Tuscany,IT
SAZ,GLST,LRSAZ,2274100,Sasstown,Grand Kru,LR
SBA,KSBA,USSBA,5392952,Santa Barbara,California,US
SBB,SVSB,VESBB,3628250,San José,Barinas,VE
SBC,,PGSBC,8527851,Selbang,Western Province,PG
SBD,KSBD,,5391710,San Bernardino,California,US
SBF,OADS,AFSBF,1127289,Sardeh Band,Ghazni,AF
SBG,WITN,,1213469,Teupinpuu,,ID
SBH,TFFJ,BLSBH,3579132,Gustavia,,BL
SBI,GUSB,GNSBI,2418596,Koundara,Boke,GN
SBJ,SNMX,BRSBJ,3448519,São Mateus,Espírito Santo,BR
SBK,LFRT,FRSBK,2981280,Saint-Brieuc,Brittany,FR
SBL,SLSA,BOSBL,3905007,Santa Ana de Yacuma,El Beni,BO
SBM,KSBM,USSBM,5272893,Sheboygan,Wisconsin,US
SBN,KSBN,USSBN,4926563,South Bend,Indiana,US
SBO,,USSBO,5545640,Redmond,Utah,US
SBP,KSBP,USCSL,5392323,San Luis Obispo,California,US
SBQ,OPSB,PKSBQ,1164896,Sibi,Balochistān,PK
SBR,YSII,AUSBR,2101467,Saibai,Queensland,AU
SBS,KSBS,USSBS,5582371,Steamboat Springs,Colorado,US
SBT,USDA,RUSAB,1538111,Sabetta,Yamalo-Nenetskiy Avtonomnyy Okrug,RU
SBU,FASB,ZASBU,3361142,Springbok,Northern Cape,ZA
SBV,,PGSBV,2088563,Pateaviavi,Bougainville,PG
SBW,WBGS,MYSBW,1735902,Sibu,Sarawak,MY
SBX,KSBX,USSBX,5677433,Shelby,Montana,US
SBY,KSBY,USSBY,4368711,Salisbury,Maryland,US
SBZ,LRSB,ROSBZ,667268,Sibiu,Sibiu,RO
SCA,,,3666119,Verdinal,Córdoba,CO
SCB,KSCB,USSCB,5078705,Scribner,Nebraska,US
SCC,PASC,USSCC,5860399,Deadhorse,Alaska,US
SCD,MHUL,HNSCD,3601159,Sulaco,Yoro,HN
SCE,KUNV,USSCE,5213681,State College,Pennsylvania,US
SCF,KSDL,,5313457,Scottsdale,Arizona,US
SCH,KSCH,USSCH,5136454,Schenectady,New York,US
SCI,SVPM,VESCI,3628473,San Cristóbal,Táchira,VE
SCJ,,USSCJ,5556175,Old Kasaan,Alaska,US
SCK,KSCK,USSCK,5399020,Stockton,California,US
SCL,SCEL,CLSCL,3871336,Santiago,Santiago Metropolitan,CL
SCM,PACM,USSCM,5873474,Scammon Bay,Alaska,US
SCN,EDDR,DESCN,2842647,Saarbrücken,Saarland,DE
SCO,UATE,KZSCO,610612,Aktau,Mangghystaū,KZ
SCP,LFNC,,2992783,Mont-Dauphin,Provence-Alpes-Côte d'Azur,FR
SCQ,LEST,ESSCQ,3109642,Santiago de Compostela,Galicia,ES
SCR,,USSCR,5219488,Wilkes-Barre,Pennsylvania,US
SCS,EGPM,GBSCS,2654970,Brae,Scotland,GB
SCT,OYSQ,YESCT,10182638,Ma‘ūnah,Soqatra Governorate,YE
SCU,MUCU,CUSCU,3536729,Santiago de Cuba,Santiago de Cuba,CU
SCV,LRSV,ROSCV,665850,Suceava,Suceava,RO
SCW,UUYY,RUSCW,485239,Syktyvkar,Komi Republic,RU
SCX,MMSZ,MXSCX,3520064,Salina Cruz,Oaxaca,MX
SCY,SEST,ECSCY,3652758,Puerto Baquerizo Moreno,Galápagos,EC
SCZ,AGGL,SBSCZ,2178603,Nele,,SB
SDB,FASD,ZASDB,3361934,Saldanha,Western Cape,ZA
SDC,,GYSDC,3376147,Sand Creek Village,Upper Takutu-Upper Essequibo,GY
SDD,FNUB,AOSDD,3347762,Lubango,Huíla,AO
SDE,SANE,ARSDE,3835869,Santiago del Estero,Santiago del Estero Province,AR
SDF,KSDF,USLUI,4299276,Louisville,Kentucky,US
SDG,OICS,IRSDG,117574,Sanandaj,Kordestān,IR
SDH,,HNSDH,3601494,Santa Rosa de Copán,Copán,HN
SDI,AYSD,PGSDI,2087415,Saidor,Madang,PG
SDJ,RJSS,JPSDJ,2111149,Sendai,Miyagi,JP
SDK,WBKS,MYSDK,1734052,Sandakan,Sabah,MY
SDL,ESNN,SESDL,2691899,Midlanda,Västernorrland,SE
SDM,KSDM,,5391811,San Diego,California,US
SDN,ENSD,,3140431,Sandane,Sogn og Fjordane,NO
SDP,PASD,USSDP,5873349,Sand Point,Alaska,US
SDQ,MDSD,DOSDQ,3492908,Santo Domingo,Nacional,DO
SDR,LEXJ,ESSDR,3109718,Santander,Cantabria,ES
SDS,RJSD,JPSOS,1848193,Yoshii,Niigata,JP
SDT,OPSS,PKSDT,1166475,Saidu Sharīf,Khyber Pakhtunkhwa,PK
SDU,SBRJ,BRSDU,3451190,Rio de Janeiro,Rio de Janeiro,BR
SDV,LLSD,ILTLV,293397,Tel Aviv,Tel Aviv,IL
SDX,KSEZ,USSDX,5313667,Sedona,Arizona,US
SDY,KSDY,USSDY,5677735,Sidney,Montana,US
SEA,KSEA,USSEA,5809844,Seattle,Washington,US
SEB,HLLS,,2212775,Sabhā,Sabhā,LY
SED,,ILSED,294041,Newé Zohar,Southern District,IL
SEE,KSEE,,5391811,San Diego,California,US
SEF,KSEF,USSEF,4172383,Sebring,Florida,US
SEG,KSEG,USSEG,5211411,Selinsgrove,Pennsylvania,US
SEH,WAJS,IDSEH,2082488,Pulau-kalong,Papua,ID
SEI,,,3447839,Senhor do Bonfim,Bahia,BR
SEK,,,2121025,Srednekolymsk,Sakha,RU
SEM,KSEM,,4089114,Selma,Alabama,US
SEN,EGMC,GBSEN,2637433,Southend-on-Sea,England,GB
SEO,DISG,,2596934,Séguéla,Woroba,CI
SEP,KSEP,USSEP,4734350,Stephenville,Texas,US
SEQ,WIBS,IDSEQ,1625894,Sungaiselari,Riau,ID
SER,KSER,USSER,4264617,Seymour,Indiana,US
SES,,USSES,4089114,Selma,Alabama,US
SEU,HTSN,TZSEU,9412889,Seronera,Mara,TZ
SEV,UKCS,UASEV,691999,Syevyerodonets’k,Luhansk,UA
SEW,,EGSEW,347863,Sīwah,Matruh,EG
SEY,GQNS,MRSEY,2376719,Sélibaby,Guidimaka,MR
SEZ,FSIA,SCSEZ,10793687,Anse des Genets,Pointe Larue,SC
SFA,DTTX,TNSFA,2467454,Sfax,Şafāqis,TN
SFB,KSFB,USSFB,4167147,Orlando,Florida,US
SFC,TFFC,GPSFC,3579055,La Coulée,,GP
SFD,SVSR,VESFD,3639371,Inglaterra,Apure,VE
SFE,RPUS,PHSFE,1690033,San Fernando,Ilocos,PH
SFF,KSFF,,5811696,Spokane,Washington,US
SFH,MMSF,MXSFH,3987224,San Felipe,Baja California,MX
SFI,GMMS,MASFI,2537881,Safi,Doukkala-Abda,MA
SFJ,BGSF,GLSFJ,3419714,Kangerlussuaq,Qeqqata,GL
SFK,,BRSFK,3387204,Soure,Pará,BR
SFL,GVSF,CVSFL,3374210,São Filipe,São Filipe,CV
SFM,KSFM,USSFM,4977762,Sanford,Maine,US
SFN,SAAV,ARSFN,3836277,Santa Fe de la Vera Cruz,Santa Fe Province,AR
SFO,KSFO,USSFO,5391959,San Francisco,California,US
SFQ,LTCH,TRSFQ,298333,Sanliurfa,Şanlıurfa,TR
SFS,RPLB,PHSFS,1697175,Olongapo,Central Luzon,PH
SFT,ESNS,SESFT,602913,Skellefteå,Västerbotten,SE
SFU,,PGSFU,2087441,Safia,Northern Province,PG
SFV,,BRSFV,3450232,Santa Fé do Sul,São Paulo,BR
SFW,,PASFW,10348576,Bermejo,Veraguas,PA
SFZ,KSFZ,USSFZ,5223869,Pawtucket,Rhode Island,US
SGA,OASN,AFSGA,1125427,Sheghnān,Badakhshan,AF
SGC,USRR,RUSGC,1490624,Surgut,Khanty-Mansiyskiy Avtonomnyy Okrug,RU
SGD,EKSB,DKSGD,2613102,Sønderborg,South Denmark,DK
SGE,EDGS,DESGE,2832495,Siegen,North Rhine-Westphalia,DE
SGF,KSGF,USSGF,4409896,Springfield,Missouri,US
SGG,BGSG,,3419959,Sermiligaaq,Sermersooq,GL
SGH,KSGH,USSGH,4525353,Springfield,Ohio,US
SGI,OPSR,PKSGI,1166000,Sargodha,Punjab,PK
SGJ,,PGSGJ,2133062,Laimodo,Milne Bay,PG
SGK,,PGSGK,8531916,Sangapi,Madang,PG
SGL,RPLS,,1717641,Cavite City,Calabarzon,PH
SGM,,MXSGM,3986837,San Ignacio,Baja California Sur,MX
SGN,VVTS,VNSGN,1566083,Ho Chi Minh City,Ho Chi Minh City,VN
SGO,YSGE,AUSGO,2150696,Saint George,Queensland,AU
SGQ,WRLA,IDSGQ,8423749,Kabojaya,East Kalimantan,ID
SGR,KSGR,USSGR,4734825,Sugar Land,Texas,US
SGT,KSGT,USSGT,4132625,Stuttgart,Arkansas,US
SGU,KSGU,USSGU,5546220,Saint George,Utah,US
SGV,SAVS,ARSGV,3835297,Sierra Grande,Río Negro Province,AR
SGW,,USSGW,5554194,Kake,Alaska,US
SGX,HTSO,TZSGX,877401,Songea,Ruvuma,TZ
SGY,PAGY,USSGY,5557317,Skagway,Alaska,US
SGZ,VTSH,THSGZ,1606147,Songkhla,Songkhla,TH
SHA,ZSSS,CNSHA,1796236,Shanghai,Shanghai,CN
SHB,RJCN,JPSHB,2129034,Nakashibetsu,Hokkaido,JP
SHC,,,8643648,Tahtay Koraro,,ET
SHD,KSHD,USSHD,4793125,Weyers Cave,Virginia,US
SHE,ZYTX,CNSHE,2034937,Shenyang,Liaoning,CN
SHG,PAGH,USSHG,5874123,Shungnak,Alaska,US
SHH,PASH,USSHH,5874015,Shishmaref,Alaska,US
SHI,RORS,JPSHI,7533595,shimochi,Okinawa,JP
SHJ,OMSJ,AESHJ,292672,Sharjah,Ash Shāriqah,AE
SHK,FXSH,LSSHK,932106,Sehonghong,,LS
SHL,VEBI,INSHL,1256523,Shillong,Meghalaya,IN
SHM,RJBD,JPSHM,1851936,Shirahama,Wakayama,JP
SHN,KSHN,USSHN,5810176,Shelton,Washington,US
SHO,FDSK,,935023,Macnab,,SZ
SHQ,YSPT,AUSHQ,2148928,Southport,Queensland,AU
SHR,KSHR,USSHR,5838198,Sheridan,Wyoming,US
SHS,ZHSS,,1795816,Shashi,Hubei,CN
SHT,YSHT,AUSHT,2149645,Shepparton,Victoria,AU
SHU,YSMP,,8620987,Gunners Quoin,Northern Territory,AU
SHV,KSHV,USSHV,4341513,Shreveport,Louisiana,US
SHW,OESH,SASHW,8019123,Sharurah,,SA
SHX,PAHX,USSHX,5873801,Shageluk,Alaska,US
SHY,HTSY,TZSHY,150006,Shinyanga,Shinyanga,TZ
SHZ,FXSS,LSSHZ,932914,Bokong,,LS
SIA,ZLSN,CNSIA,1790630,Xi'an,Shaanxi,CN
SIB,FCBS,CGSIB,2255285,Sibiti,Lékoumou,CG
SIC,,,739600,Sinop,Sinop,TR
SID,GVAC,CVSID,8521418,Espargos,Sal,CV
SIE,LPSI,PTSIE,2262917,Sines,Setúbal,PT
SIF,VNSI,NPSIF,1282778,Simra,Central Region,NP
SIG,TJIG,PRSJU,4568127,San Juan,San Juan,PR
SIH,VNDT,NPSIH,7946313,Bad Amala Kharka,Far Western,NP
SII,GMMF,,2534515,Sidi Ifni,Souss-Massa-Drâa,MA
SIJ,BISI,,2627130,Siglufjordur,Northeast,IS
SIK,KSIK,USSIK,4408672,Sikeston,Missouri,US
SIM,,PGSIM,2086697,Simbai,Madang,PG
SIN,WSSS,SGSIN,1880252,Singapore,Central Singapore,SG
SIO,YSMI,AUSIO,2149254,Smithton,Tasmania,AU
SIP,UKFF,UASIP,693805,Simferopol,Republic of Crimea,UA
SIQ,WIKS,IDSIQ,1639520,Dabo,Riau Islands,ID
SIR,LSGS,CHSIR,2658576,Sitten,Valais,CH
SIS,FASS,ZASIS,955407,Sishen,Northern Cape,ZA
SIT,PASI,USSIT,5557293,Sitka,Alaska,US
SIU,MNSI,NISIU,3616253,Siuna,Atlántico Norte (RAAN),NI
SIV,KSIV,USSIV,4265507,Sullivan,Indiana,US
SIW,WIMP,IDSIW,1214135,Parapat,North Sumatra,ID
SIX,YSGT,AUSIX,2149475,Singleton,New South Wales,AU
SIY,KSIY,USSIY,5568152,Montague,California,US
SIZ,,PGSIZ,2086524,Sissano Villages,Sandaun,PG
SJA,SPJN,PESJA,3929520,San Juan de Marcona,Ica,PE
SJB,SLJO,,3905610,San Joaquín,El Beni,BO
SJC,KSJC,,5392171,San Jose,California,US
SJD,MMSD,MXSJD,3986172,San José del Cabo,Baja California Sur,MX
SJE,SKSJ,COSJE,3828545,San José del Guaviare,Guaviare,CO
SJH,,COSJH,3669469,San Juan del Cesar,La Guajira,CO
SJI,RPUH,PHSJI,1689510,San Jose,Mimaropa,PH
SJJ,LQSA,BASJJ,3191281,Sarajevo,Federation of Bosnia and Herzegovina,BA
SJK,SBSJ,BRSJK,3448636,São José dos Campos,São Paulo,BR
SJL,SBUA,BRSJL,8623352,Camanaús,Amazonas,BR
SJN,KSJN,USSJN,5312595,Saint Johns,Arizona,US
SJO,MROC,CRSJO,3621849,San José,San José,CR
SJP,SBSR,BRSJP,3448639,São José do Rio Preto,São Paulo,BR
SJQ,FLSS,ZMSJQ,898905,Sesheke,Western,ZM
SJR,,COSJR,3669461,San Juan de Urabá,Antioquia,CO
SJS,SLJE,BOSJS,3924499,Agua Caliente,Santa Cruz,BO
SJT,KSJT,USSJT,5530022,San Angelo,Texas,US
SJU,TJSJ,,4568127,San Juan,San Juan,PR
SJV,SLJV,BOSJV,3905621,San Javier,Santa Cruz,BO
SJW,ZBSJ,CNSJW,1795270,Shijiazhuang,Hebei,CN
SJX,,BZSJX,3581112,Sarteneja,Corozal,BZ
SJY,EFSI,FISJY,656739,Ilmajoki,Southern Ostrobothnia,FI
SJZ,LPSJ,PTSJZ,3372485,Velas,Azores,PT
SKA,KSKA,USFBS,5811696,Spokane,Washington,US
SKB,TKPK,KNSKB,3575551,Basseterre,Saint George Basseterre,KN
SKC,AYSU,PGSKC,2086204,Suki,Western Province,PG
SKD,UTSS,UZSKD,1216265,Samarqand,Samarqand,UZ
SKE,ENSN,NOSKE,3139075,Skien,Telemark,NO
SKF,KSKF,,4726206,San Antonio,Texas,US
SKG,LGTS,GRSKG,734077,Thessaloníki,Central Macedonia,GR
SKH,VNSK,NPSKH,1282742,Surkhet,Mid Western,NP
SKI,DABP,DZSKI,2479536,Skikda,Skikda,DZ
SKJ,,USSKJ,5878946,Aiaktalik,Alaska,US
SKK,PFSH,USSKK,5873815,Shaktoolik,Alaska,US
SKL,EGEI,GBSKY,2654653,Broadford,Scotland,GB
SKN,ENSK,NOSKN,3136690,Stokmarknes,Nordland,NO
SKO,DNSO,NGSKO,2322911,Sokoto,Sokoto,NG
SKP,LWSK,MKSKP,785842,Skopje,Karpoš,MK
SKQ,FXSK,LSSKQ,932101,Sekake,,LS
SKR,,,9165841,Kebri Mangest,,ET
SKS,EKSP,DKSKR,2610075,Vojens,South Denmark,DK
SKT,OPST,PKSKT,1164909,Siālkot,Punjab,PK
SKU,LGSY,GRSKU,253614,Skýros,Central Greece,GR
SKV,HESC,EGSKV,8521413,Saint Catherine,South Sinai,EG
SKW,PASW,USSKW,5874434,Skwentna,Alaska,US
SKX,UWPS,RUSKX,498698,Saransk,Mordoviya,RU
SKY,KSKY,,5170691,Sandusky,Ohio,US
SKZ,OPSK,PKSKZ,1164408,Sukkur,Sindh,PK
SLA,SASA,ARSLA,3838233,Salta,Salta Province,AR
SLB,KSLB,USSLB,4877655,Storm Lake,Iowa,US
SLC,KSLC,USSLC,5780993,Salt Lake City,Utah,US
SLD,LZSL,SKSLD,3057576,Sliač,Banskobystrický,SK
SLE,KSLE,USSLE,5750162,Salem,Oregon,US
SLF,OESL,SASLF,109090,Āl Muḩammad,Ar Riyāḑ,SA
SLG,KSLG,USSLG,4131116,Siloam Springs,Arkansas,US
SLH,NVSC,VUSLH,2134814,Sola,Torba,VU
SLI,FLSW,ZMSLI,897045,Solwezi,North-Western,ZM
SLJ,YSOL,,6354929,Tom Price,Western Australia,AU
SLK,KSLK,USSLK,5136322,Saranac Lake,New York,US
SLL,OOSA,OMSLL,286621,Salalah,Z̧ufār,OM
SLM,LESA,ESSLM,3111108,Salamanca,Castille and León,ES
SLN,KSLN,USSLN,4278890,Salina,Kansas,US
SLP,MMSP,MXSLP,3985606,San Luis Potosí,San Luis Potosí,MX
SLQ,PASL,USSLQ,5874506,Sleetmute,Alaska,US
SLR,KSLR,USSLR,4734909,Sulphur Springs,Texas,US
SLS,LBSS,BGSLS,727221,Silistra,Silistra,BG
SLT,KANK,USSLT,5437555,Salida,Colorado,US
SLU,TLPC,LCSLU,3576812,Castries,Castries Quarter,LC
SLV,VISM,INSLV,1256237,Shimla,Himachal Pradesh,IN
SLW,MMIO,MXSLW,3988086,Saltillo,Coahuila,MX
SLX,MBSY,TCSLX,3577054,Balfour Town,,TC
SLY,USDD,RUSLY,1493197,Салехард,Yamalo-Nenetskiy Avtonomnyy Okrug,RU
SLZ,SBSL,BRSLZ,3388368,São Luís,Maranhão,BR
SMA,LPAZ,PTSMA,3372473,Vila do Porto,Azores,PT
SMB,SCSB,CLSMB,3873399,Reserva Fiscal,Magallanes,CL
SMC,,COSMC,8534735,Santa María La Nueva,Chocó,CO
SMD,KSMD,,4920423,Fort Wayne,Indiana,US
SME,KSME,USSME,4308922,Somerset,Kentucky,US
SMF,KSMF,USSAC,5389489,Sacramento,California,US
SMG,SPMR,PESMG,3929172,Santa María,Lima region,PE
SMH,,PGSMH,8439796,Sindawon,Morobe,PG
SMI,LGSM,GRSMI,254115,Samos,North Aegean,GR
SMJ,,PGSMJ,2094515,Kasangari,Morobe,PG
SMK,PAMK,USSMK,5873200,St. Michael,Alaska,US
SML,MYLS,BSSML,3571357,Stella Maris,Long Island,BS
SMM,WBKA,MYSMM,1733697,Semporna,Sabah,MY
SMN,KSMN,USSMN,5606275,Salmon,Idaho,US
SMO,KSMO,USSMO,5393212,Santa Monica,California,US
SMP,,PGSMP,2093011,Kupindal,East New Britain,PG
SMQ,WAOS,IDSMQ,1628884,Sampit,Central Kalimantan,ID
SMR,SKSM,COSMR,8051263,Santa Marta,Magdalena,CO
SMS,FMMS,MGSMS,1057215,Sainte-Marie,,MG
SMT,,,6318714,Sorriso,Mato Grosso,BR
SMU,PASP,USSMU,7262872,Glacier View,Alaska,US
SMV,LSZS,,2658846,Samedan,Grisons,CH
SMW,GMMA,MASMW,2461874,Smara,Oued Ed-Dahab-Lagouira,EH
SMX,KSMX,USSMX,5393180,Santa Maria,California,US
SMY,GOTS,SNSMY,2245546,Simenti,Tambacounda,SN
SMZ,SMST,SRSMZ,3383023,Stoelmanseiland,Sipaliwini,SR
SNA,KSNA,USSNA,5392900,Santa Ana,California,US
SNB,YSNB,AUSNB,8310741,Milikapiti,Northern Territory,AU
SNC,SESA,,3652100,Salinas,Santa Elena,EC
SNE,GVSN,CVSNE,3374315,Preguiça,Ribeira Brava,CV
SNF,SVSP,VESNF,3628423,San Felipe,Yaracuy,VE
SNG,SLSI,BOSNG,3905658,San Ignacio de Velasco,Santa Cruz,BO
SNH,YSPE,AUSNH,2148507,Stanthorpe,Queensland,AU
SNI,GLGE,,2276600,Greenville,Sinoe,LR
SNJ,MUSJ,CUSNJ,3539232,San Julián,Pinar del Río,CU
SNK,KSNK,USSNK,5530921,Snyder,Texas,US
SNL,KSNL,USSNL,4551177,Shawnee,Oklahoma,US
SNM,SLSM,BOSNM,3908528,Paraíso,El Beni,BO
SNN,EINN,IESNN,3310247,Shannon,Munster,IE
SNO,VTUI,THSNO,1606790,Sakon Nakhon,Sakon Nakhon,TH
SNP,PASN,USSNP,5873213,Saint Paul,Alaska,US
SNR,LFRZ,FRSNR,3029076,Camais,Pays de la Loire,FR
SNS,KSNS,USSNS,5391295,Salinas,California,US
SNT,,COSNT,3670520,Sabana de Torres,Santander,CO
SNU,MUSC,,3537906,Santa Clara,Villa Clara,CU
SNV,SVSE,VESNV,3627382,Santa Elena de Uairén,Bolívar,VE
SNW,VYTD,,1304530,Ngapali,Rakhine,MM
SNY,KSNY,USSNY,5699552,Sidney,Nebraska,US
SNZ,,BRSNZ,3450334,Santa Cruz,Mato Grosso do Sul,BR
SOA,,VNSOA,1567788,Sóc Trăng,Sóc Trăng,VN
SOB,LHSM,HUSOB,3045520,Sármellék,Zala,HU
SOC,WARQ,IDSOC,1625812,Surakarta,Central Java,ID
SOD,SDCO,BRSOD,3447399,Sorocaba,São Paulo,BR
SOE,FCOS,CGSOE,2255244,Souanké,Sangha,CG
SOF,LBSF,BGSOF,727011,Sofia,Sofia-Capital,BG
SOG,ENSG,NOSOG,7288345,Sogndal,Sogn og Fjordane,NO
SOI,,AUSOI,8348937,Shute Harbour,Queensland,AU
SOJ,ENSR,NOSOJ,777572,Sørkjosen,Troms,NO
SOK,FXSM,LSSOK,932711,Lekhooa,,LS
SOL,,USSOL,5867270,Lees Camp,Alaska,US
SOM,SVST,VESOM,3626994,San Tomé,Anzoátegui,VE
SON,NVSS,VUSON,2136150,Luganville,Sanma,VU
SOO,ESCL,SESOO,2676224,Söderhamn,Gävleborg,SE
SOP,KSOP,USSOP,4497642,Warrior Woods,North Carolina,US
SOQ,WASS,IDSOQ,1626542,Sorong,West Papua,ID
SOR,,SYSOR,403419,Baktāl,Deir ez-Zor,SY
SOT,EFSO,FISOT,636464,Sodankylä,Lapland,FI
SOU,EGHI,GBSOU,2637487,Southampton,England,GB
SOV,PASO,USSOV,5873678,Seldovia Village,Alaska,US
SOW,KSOW,USSOW,5314245,Show Low,Arizona,US
SOX,SKSO,COSOX,3667873,Sogamoso,Boyacá,CO
SOY,EGER,GBSOY,7670897,Stronsay,Scotland,GB
SOZ,LFKS,,2976014,Sari-Solenzara,Corsica,FR
SPA,KSPA,USSPA,4597200,Spartanburg,South Carolina,US
SPB,,,4795773,Frenchtown,Saint Thomas Island,VI
SPC,GCLA,ESSPC,2511180,Santa Cruz de la Palma,Canary Islands,ES
SPD,VGSD,BDSPD,6545349,Saidpur,Rājshāhi,BD
SPE,WBKO,MYSPE,1734184,Sapulut,Sabah,MY
SPF,KSPF,USSPF,5769288,Spearfish,South Dakota,US
SPG,KSPG,,4171563,Saint Petersburg,Florida,US
SPH,,PGSPH,2101385,Abuari,Northern Province,PG
SPI,KSPI,USSPI,4250542,Springfield,Illinois,US
SPJ,LGSP,,253394,Sparti,Peloponnese,GR
SPM,ETAD,,2830832,Spangdahlem,Rheinland-Pfalz,DE
SPN,PGSN,MPSPN,7828758,Saipan,Saipan,MP
SPP,FNME,AOSPP,3347353,Menongue,Cuando Cobango,AO
SPR,,BZSPR,3581164,San Pedro,Belize,BZ
SPS,KSPS,,4741752,Wichita Falls,Texas,US
SPT,,,1733868,Sipitang,Sabah,MY
SPU,LDSP,HRSPU,3190261,Split,Splitsko-Dalmatinska,HR
SPV,,PGSPV,2089522,Nongawa,East Sepik,PG
SPW,KSPW,USSPW,4877138,Spencer,Iowa,US
SPY,DISP,CISPY,2282006,San-Pédro,Bas-Sassandra,CI
SPZ,KASG,USSPZ,4132093,Springdale,Arkansas,US
SQA,KIZA,,5393388,Santa Ynez,California,US
SQC,YSCR,AUSQC,2061298,Southern Cross,Western Australia,AU
SQE,,COSQE,3669352,San Luis de Palenque,Casanare,CO
SQG,WIOS,IDSQG,1626887,Sintang,West Kalimantan,ID
SQH,VVNS,VNSQH,1567681,Sơn La,Sơn La,VN
SQI,,USSQI,4917268,Yeoward Addition,Illinois,US
SQJ,,,7469320,Huaxi,Fujian,CN
SQK,,,348548,Sīdī Barrānī,Matruh,EG
SQL,KSQL,USSQL,5391760,San Carlos,California,US
SQM,SWUA,BRSQM,3448455,São Miguel do Araguaia,Goiás,BR
SQN,WAPN,IDSQN,1628858,Sanana,North Maluku,ID
SQO,ESUD,,2671530,Storuman,Västerbotten,SE
SQQ,EYSA,LTSQQ,594739,Šiauliai,Šiauliai County,LT
SQR,WAWS,IDSQR,1628586,Soroako,South Sulawesi,ID
SQS,,BZSQS,3581194,San Ignacio,Cayo,BZ
SQT,,PGSQT,2133872,Belesana Slipway,Milne Bay,PG
SQU,SPOA,PESQU,3692029,Saposoa,San Martín,PE
SQV,,USSQV,5809983,Sequim,Washington,US
SQW,EKSV,,2613731,Skive,Central Jutland,DK
SQX,SSOE,,3448454,São Miguel do Oeste,Santa Catarina,BR
SQY,SSRU,BRSQY,3448596,São Lourenço do Sul,Rio Grande do Sul,BR
SQZ,EGXP,GBSQZ,2638428,Scampton,England,GB
SRA,SSZR,BRSRA,3449822,Santa Rosa,Rio Grande do Sul,BR
SRB,SLSR,BOSRB,3904793,Santa Rosa,El Beni,BO
SRC,KSRC,USSRC,4130430,Searcy,Arkansas,US
SRD,SLRA,BOSRD,3905088,San Ramón,El Beni,BO
SRE,SLSU,BOSRE,3903987,Sucre,Chuquisaca,BO
SRF,,USSRF,5392567,San Rafael,California,US
SRG,WARS,IDSRG,1627896,Semarang,Central Java,ID
SRH,FTTA,TDSRH,2425791,Sagh,Moyen-Chari,TD
SRI,WALS,IDSRI,1629001,Samarinda,East Kalimantan,ID
SRJ,SLSB,BOSRJ,3905739,San Felipe,El Beni,BO
SRK,BGSI,,3831128,Siorapaluk,Qaasuitsup,GL
SRL,,,3983805,Santa Rosalia,Baja California Sur,MX
SRN,YSRN,AUSRN,2148132,Strahan,Tasmania,AU
SRO,,COSRO,3668967,Corregimiento Santana Ramos,Caquetá,CO
SRP,ENSO,NOSRP,3147822,Leirvik,Hordaland,NO
SRQ,KSRQ,USSRQ,4172131,Sarasota,Florida,US
SRR,,AUSRR,2168050,Dunwich,Queensland,AU
SRS,,COSRS,3667143,Tierra Santa,Sucre,CO
SRT,HUSO,UGSRT,226234,Soroti,Eastern Region,UG
SRV,,USSRV,5875240,Stony River,Alaska,US
SRW,KRUQ,USSRW,4489985,Salisbury,North Carolina,US
SRX,HLGD,LYSRX,2210554,Sirte,Surt,LY
SRY,OINZ,IRSRY,116996,Sari,Māzandarān,IR
SRZ,SLET,BOSRZ,3904906,Santa Cruz,Santa Cruz,BO
SSA,SBSV,BRSSA,3450554,Salvador,Bahia,BR
SSC,KSSC,USSSC,4597113,South Sumter,South Carolina,US
SSD,,COSSD,3669922,San Felipe,Guainía,CO
SSE,VASL,INSSE,1256436,Solāpur,Maharashtra,IN
SSF,KSSF,,4726206,San Antonio,Texas,US
SSG,FGSL,GQSSG,2309527,Malabo,Bioko Norte,GQ
SSH,HESH,EGSSH,349340,Sharm el Sheikh,South Sinai,EG
SSI,KSSI,USSSI,4184845,Brunswick,Georgia,US
SSJ,ENST,NOSSJ,3163294,Alstahaug,Nordland,NO
SSK,,AUSSK,8348330,Sturt Creek,Western Australia,AU
SSN,RKSM,KRSSN,1835848,Seoul,Seoul,KR
