iata,icao,unlocode,place_id,place_name,place_region,place_country
AUO,KAUO,USAUO,4830796,Auburn,Alabama,US
AUP,AYAG,PGAUP,2101315,Agaun,Milne Bay,PG
AUQ,NTMN,PFAUQ,4020109,Atuona,,PF
AUR,LFLW,FRAUR,3036016,Aurillac,Auvergne-Rhône-Alpes,FR
AUS,KAUS,USAUS,4671654,Austin,Texas,US
AUT,WPAT,TLAUT,1944139,Atauro,,TL
AUU,YAUR,AUAUU,2177484,Aurukun,Queensland,AU
AUV,AYUM,PGAUV,2100345,Aumo,West New Britain,PG
AUW,KAUW,USAUW,5278120,Wausau,Wisconsin,US
AUX,SWGN,BRAUX,3407357,Araguaína,Tocantins,BR
AUY,NVVA,VUAUY,2137548,Anelghowhat,Tafea,VU
AUZ,KARR,USAUZ,4883817,Aurora,Illinois,US
AVA,ZUAS,,1817968,Anshun,Guizhou,CN
AVB,LIPA,,3182635,Aviano,Friuli Venezia Giulia,IT
AVI,MUCA,CUAVI,3564178,Ciego de Ávila,Ciego de Ávila,CU
AVK,ZMAH,MNAVK,2032814,Arvayheer,Övörhangay,MN
AVL,KAVL,USHEV,4453066,Asheville,North Carolina,US
AVN,LFMV,FRAVN,3035681,Avignon,Provence-Alpes-Côte d'Azur,FR
AVO,KAVO,USAVO,7189442,Villa del Sol Mobile Home Park,Florida,US
AVP,KAVP,USAVP,5211303,Scranton,Pennsylvania,US
AVR,,,2264197,Quinta da Verdelha,Lisbon,PT
AVV,YMAV,AUAVV,2158177,Melbourne,Victoria,AU
AVW,KAVQ,,5318313,Tucson,Arizona,US
AWA,HALA,ETAWA,343137,Hawassa,"Southern Nations, Nationalities, and People's Region",ET
AWB,AYAW,PGAWB,8658789,Awaba,Western Province,PG
AWD,NVVB,VUAWD,2135766,Namsafoura,Tafea,VU
AWE,,GAAWE,2402652,Abelago,Ogooué-Maritime,GA
AWM,KAWM,USAWM,4135865,West Memphis,Arkansas,US
AWR,,PGAWR,2100229,Awar,Madang,PG
AWZ,OIAW,IRAWZ,144448,Ahvāz,Khuzestan,IR
AXA,TQPF,AIAXA,3573374,The Valley,,AI
AXC,YAMC,AUAXC,2177762,Aramac,Queensland,AU
AXD,LGAL,GRAXD,736928,Alexandroúpoli,East Macedonia and Thrace,GR
AXE,,,3444848,Xanxerê,Santa Catarina,BR
AXF,,,1816821,Bayan Hot,Inner Mongolia,CN
AXG,KAXA,USAXG,4846602,Algona,Iowa,US
AXJ,RJDA,,1860963,Jōnokoba,Kumamoto,JP
AXK,OYAT,YEAXK,77726,Ataq,Shabwah,YE
AXM,SKAR,COAXM,3689560,Armenia,Quindío,CO
AXN,KAXN,USAXN,5016108,Alexandria,Minnesota,US
AXP,MYAP,BSAXP,3572507,Delectable Bay,Acklins,BS
AXR,NTGU,PFAXR,4033720,Rautini,,PF
AXS,KAXS,,4529292,Altus,Oklahoma,US
AXT,RJSK,JPAXT,2113719,Akitashi,Akita,JP
AXU,HAAX,ETAXU,344420,Axum,Tigray,ET
AXV,KAXV,USAXV,5175670,Wapakoneta,Ohio,US
AYA,,,3689381,Ayapel,Córdoba,CO
AYC,,COAYC,3678436,La Mata,Cesar,CO
AYD,,AUAYD,8599768,Gulunguru,Northern Territory,AU
AYG,SKYA,COAYG,3792278,La Tunia,Meta,CO
AYK,UAUR,KZAYK,1526193,Arkalyk,Qostanay,KZ
AYN,ZHAY,,1785294,Anyang,Henan,CN
AYO,SGAY,PYAYO,3439378,Ayolas,Misiones,PY
AYP,SPHO,PEAYP,3947019,Ayacucho,Ayacucho,PE
AYQ,YAYE,AUAYQ,8640375,Ayers Rock,Northern Territory,AU
AYR,YAYR,AUAYR,2177413,Ayr,Queensland,AU
AYS,KAYS,USAYS,4229763,Waycross,Georgia,US
AYT,LTAI,TRAYT,323777,Antalya,Antalya,TR
AYU,AYAY,PGAYU,2101136,Aiyura,Eastern Highlands,PG
AYW,WASA,IDAYW,8667870,Aifat,West Papua,ID
AYY,,,1250935,Arugam Bay,Eastern Province,LK
AZA,KIWA,,5308655,Phoenix,Arizona,US
AZB,,PGAZB,2133709,Deba,Central Province,PG
AZD,OIYY,IRAZD,111822,Yazd,Yazd,IR
AZG,,MXAZG,4018400,Apatzingán,Michoacán,MX
AZI,OMAD,,292968,Abu Dhabi,Abu Dhabi,AE
AZL,,,3468786,Buriti,Mato Grosso,BR
AZN,UTKA,UZAZN,1514588,Andijon,Andijon,UZ
AZO,KAZO,USAZO,4997787,Kalamazoo,Michigan,US
AZP,,,3530597,Mexico City,Mexico City,MX
AZR,DAUA,DZAZR,2508813,Adrar,Adrar,DZ
AZS,MDCY,DOAZS,3492997,Samaná,Samaná,DO
AZZ,FNAM,AOAZZ,2243914,Ambriz,Bengo,AO
BAA,,PGBAA,7648670,Bialla,West New Britain,PG
BAB,KBAB,,5370984,Marysville,California,US
BAC,,COBAC,3689167,Barranca de Upía,Meta,CO
BAD,KBAD,,4341513,Shreveport,Louisiana,US
BAE,LFMR,FRBAE,3028373,Castellet-lès-Sausses,Provence-Alpes-Côte d'Azur,FR
BAF,KBAF,USBAF,4946527,Owen District,Massachusetts,US
BAG,RPUB,PHBAG,1728930,Baguio,Cordillera,PH
BAH,OBBI,BHBAH,290340,Manama,Manama,BH
BAI,MRBA,CRBAI,3624593,Buenos Aires,Puntarenas,CR
BAJ,,PGBAJ,2091524,Manopo,West New Britain,PG
BAL,LTCJ,TRBAL,321836,Batman,Batman,TR
BAM,KBAM,USBAM,5701361,Battle Mountain,Nevada,US
BAN,FZVR,CDBAN,219409,Basongo,Kasa��-Occidental,CD
BAP,,PGBAP,2133201,Karauto,Central Province,PG
BAQ,SKBQ,COBAQ,3689147,Barranquilla,Atlántico,CO
BAR,,,1806488,Qionghai,Hainan,CN
BAS,AGGE,SBBAS,2108700,Hang,,SB
BAT,SNBA,,3470451,Barretos,São Paulo,BR
BAV,ZBOW,,2038432,Baotou,Inner Mongolia,CN
BAW,,,2401857,Bembélié,Moyen-Ogooué,GA
BAX,UNBB,RUBAX,1510853,Barnaul,Altai Krai,RU
BAY,LRBM,ROBAY,685826,Baia Mare,Maramureş,RO
BAZ,SWBC,BRBAZ,3665098,Barcelos,Amazonas,BR
BBA,SCBA,CLBBA,3898880,Balmaceda,Aisén,CL
BBB,KBBB,USBBB,5017880,Benson,Minnesota,US
BBC,KBYY,,4829307,Bay City,Texas,US
BBD,KBBD,USBBD,4676032,Brady,Texas,US
BBG,NGTU,KIBBG,2110099,Tabonuea Village,Gilbert Islands,KI
BBH,EDBH,,2826287,Stralsund,Mecklenburg-Vorpommern,DE
BBI,VEBS,INBBI,1275817,Bhubaneshwar,Odisha,IN
BBJ,EDRB,,2948184,Bitburg,Rheinland-Pfalz,DE
BBK,FBKE,BWBBK,933677,Kasane,North-West,BW
BBL,YLLE,,8617244,Ballera,Queensland,AU
BBM,VDBG,KHBBM,1831797,Battambang,Battambang,KH
BBN,WBGZ,MYBBN,1737824,Bario,Sarawak,MY
BBO,HCMI,SOBBO,64435,Berbera,Woqooyi Galbeed,SO
BBP,EGHJ,GBBBP,2655925,Bembridge,England,GB
BBQ,TAPH,,3576311,Codrington,Barbuda,AG
BBR,TFFB,GPBBR,3579732,Basse-Terre,Guadeloupe,GP
BBS,EGLK,GBBBS,6620293,Yateley,England,GB
BBT,FEFT,CFBBT,2389086,Berbérati,Mambéré-Kadéï,CF
BBU,LRBS,ROBBU,683506,Bucharest,Bucureşti,RO
BBV,DIGN,CIBBV,8521317,Grand Béréby,,CI
BBW,KBBW,USBBW,5064638,Broken Bow,Nebraska,US
BBX,KLOM,USBBX,4560349,Philadelphia,Pennsylvania,US
BBY,FEFM,CFBBY,240604,Bambari,Ouaka,CF
BBZ,FLZB,ZMBBZ,895953,Zambezi,North-Western,ZM
BCA,MUBA,CUBCA,3567834,Baracoa,Guantánamo,CU
BCB,KBCB,USBCB,4747845,Blacksburg,Virginia,US
BCC,,USBCC,5862330,Folger,Alaska,US
BCD,RPVB,PHBCD,1729564,Bacolod City,Western Visayas,PH
BCE,KBCE,USBCE,7156618,Bryce Canyon City,Utah,US
BCF,FEGU,CFBCF,2387890,Bouca,Ouham,CF
BCG,,GYBCG,3376133,Santa Cruz,Barima-Waini,GY
BCH,WPEC,TLBCH,1649539,Baucau,Baucau,TL
BCI,YBAR,AUBCI,2176895,Barcaldine,Queensland,AU
BCJ,,,5418538,Crestone,Colorado,US
BCK,,AUBCK,2156230,Mungana,Queensland,AU
BCL,MRBC,CRBCL,9257490,"Astua y Pirie, Pococi",Limón,CR
BCM,LRBC,ROBCM,685948,Bacău,Bacău,RO
BCN,LEBL,ESEPB,3128760,Barcelona,Catalonia,ES
BCO,,,342856,Bako,"Southern Nations, Nationalities, and People's Region",ET
BCQ,,LYBCQ,2218478,Brak,Ash Shāţiʼ,LY
BCR,SWNK,BRBCR,3664956,Boca do Acre,Amazonas,BR
BCT,KBCT,USBCT,4148411,Boca Raton,Florida,US
BCU,,NGQBU,2347470,Bauchi,Bauchi,NG
BCV,,,3582672,Belmopan,Cayo,BZ
BCW,,MZBCW,1040535,Mariano,Inhambane,MZ
BCX,UWUB,RUBCX,577881,Beloretsk,Bashkortostan,RU
BCY,,ETBCY,338257,Ēla,"Southern Nations, Nationalities, and People's Region",ET
BCZ,,AUBCZ,8349157,Milyakburra,Northern Territory,AU
BDA,TXKF,BMBDA,3573197,Hamilton,Hamilton city,BM
BDB,YBUD,AUBDB,2173323,Bundaberg,Queensland,AU
BDC,SNBC,BRBDC,3406318,Barra do Corda,Maranhão,BR
BDD,YBAU,AUBDD,2177272,Badu,Queensland,AU
BDE,KBDE,USBDE,5017385,Baudette,Minnesota,US
BDF,,USBDF,4902748,Morse,Illinois,US
BDG,KBDG,,5535484,Blanding,Utah,US
BDH,OIBL,IRBDH,141665,Bandar-e Lengeh,Hormozgan,IR
BDJ,WRBB,IDBDJ,1650213,Banjarmasin,South Kalimantan,ID
BDK,DIBU,CIBDK,2291136,Bondoukou,Zanzan,CI
BDL,KBDL,USWLC,4835797,Hartford,Connecticut,US
BDM,LTBG,TRBDM,751077,Bandırma,Balıkesir,TR
BDN,OPTH,PKBDN,1184055,Badīn,Sindh,PK
BDO,WICC,IDBDO,1650357,Bandung,West Java,ID
BDP,VNCG,NPBDP,1283628,Bhadrapur,Eastern Region,NP
BDQ,VABO,INBDQ,1253573,Vadodara,Gujarat,IN
BDR,KBDR,USBDR,5282804,Bridgeport,Connecticut,US
BDS,LIBR,,3181528,Brindisi,Apulia,IT
BDT,FZFD,CDBDT,216404,Gbadolite,Équateur,CD
BDU,ENDU,NOBDU,3145649,Moen,Troms,NO
BDV,FZRB,CDBDV,209000,Moba,Katanga,CD
BDY,,USBDY,5712417,Bandon,Oregon,US
BDZ,,PGBDZ,2086431,Sokelen,Morobe,PG
BEA,,PGBEA,2095621,Inauaia,Central Province,PG
BEB,EGPL,GBBBC,9883821,Balivanich,Scotland,GB
BEC,KBEC,,4281730,Wichita,Kansas,US
BED,KBED,USBED,4930183,Bedford,Massachusetts,US
BEE,,AUBEE,8310671,Beagle Bay,Western Australia,AU
BEF,MNBL,NIBEF,3620680,Bluefields,Atlántico Sur,NI
BEG,LYBE,RSBEG,792680,Belgrade,Central Serbia,RS
BEH,KBEH,USBEH,4985711,Benton Harbor,Michigan,US
BEI,HABE,ETBEI,342513,Beigi,Oromiya,ET
BEJ,WALK,IDBEJ,1624843,Tanjung Redeb,East Kalimantan,ID
BEL,SBBE,,3405870,Belém,Pará,BR
BEM,FEFL,CFBEM,2388029,Bossembele,Ombella-M'Poko,CF
BEN,HLLB,LYBEN,88319,Benghazi,Banghāzī,LY
BEO,YPEC,AUBEO,2155472,Newcastle,New South Wales,AU
BEP,VOBI,INBEP,1276509,Bellary,Karnataka,IN
BEQ,EGXH,GBBSE,2636032,Thetford,England,GB
BER,EDDB,DEBER,2950159,Berlin,Berlin,DE
BES,LFRB,,3030300,Brest,Brittany,FR
BET,PABE,USBET,5880568,Bethel,Alaska,US
BEU,YBIE,AUBEU,2076914,Bedourie,Queensland,AU
BEV,LLBS,ILBEV,295530,Beersheba,Southern District,IL
BEW,FQBR,MZBEW,1052373,Beira,Sofala,MZ
BEX,EGUB,GBBES,2655886,Benson,England,GB
BEY,OLBA,LBBEY,276781,Beirut,Beyrouth,LB
BEZ,NGBR,KIBEZ,2110204,Eriko Village,Gilbert Islands,KI
BFA,,PYBFA,3437421,Puerto Bahía Negra,Boquerón,PY
BFB,,USBFB,5861073,Duck Village,Alaska,US
BFC,,AUBFC,2207364,Bloomfield,Queensland,AU
BFD,KBFD,USBFD,5181407,Bradford,Pennsylvania,US
BFE,EDLI,,2949186,Bielefeld,North Rhine-Westphalia,DE
BFF,KBFF,USBFF,5699404,Scottsbluff,Nebraska,US
BFG,,USBFG,5540112,Halls Crossing,Utah,US
BFH,SBBI,,6316472,Bacacheri,Paraná,BR
BFI,KBFI,,5809844,Seattle,Washington,US
BFJ,ZUBJ,,1816373,Bijie,Guizhou,CN
BFK,KBKF,,5419384,Denver,Colorado,US
BFL,KBFL,USBFL,5325738,Bakersfield,California,US
BFM,KBFM,,4076598,Mobile,Alabama,US
BFN,FABL,ZABFN,1018725,Bloemfontein,Orange Free State,ZA
BFO,FVCZ,ZWBFO,893485,Chiredzi,Masvingo,ZW
BFP,KBVI,USBFP,5179478,Beaver Falls,Pennsylvania,US
BFQ,,PABFQ,3702382,Puerto Piña,Darién,PA
BFR,KBFR,USBFR,4254282,Bedford,Indiana,US
BFS,EGAA,GBBEL,2655984,Belfast,Northern Ireland,GB
BFT,KNBC,,4570284,Beaufort,South Carolina,US
BFU,ZSBB,,1816440,Bengbu,Anhui,CN
BFV,VTUO,THBFV,9285291,Ban Khok Suphan,Buriram,TH
BFW,DAOS,,2481007,Sidi Bel Abbès,Sidi Bel Abbès,DZ
BFX,FKKU,CMBFX,2235189,Bafoussam,West,CM
BGA,SKBG,,3688465,Bucaramanga,Santander,CO
BGB,FOGB,GABGB,2401495,Booué,Ogooué-Ivindo,GA
BGC,LPBG,PTBGC,2734914,Sacoias,Bragança,PT
BGD,KBGD,,5517469,Borger,Texas,US
BGE,KBGE,USBGE,4180775,Bainbridge,Georgia,US
BGF,FEFF,CFBGF,2389853,Bangui,Bangui,CF
BGG,LTCU,,305016,Madraklotan,Bingöl,TR
BGH,GQNE,MRBGH,2380954,Bogué,Brakna,MR
BGI,TBPB,BBBGI,3374036,Bridgetown,Saint Michael,BB
BGJ,BIBF,,3228381,Bakkagerdi,East,IS
BGK,,BZBGK,3581745,Mango Creek,Stann Creek,BZ
BGL,VNBL,NPBGL,1283711,Bāglung,Western Region,NP
BGM,KBGM,USBGM,5109177,Binghamton,New York,US
BGN,UESG,,2124388,Kolymskiy Perevoz,Sakha,RU
BGO,ENBR,,3161732,Bergen,Hordaland,NO
BGP,,,2401505,Bongo,Ogooué-Maritime,GA
BGQ,PAGQ,USBGQ,5880661,Big Lake,Alaska,US
BGR,KBGR,USBGR,4957280,Bangor,Maine,US
BGT,,USBGT,5552575,Bagdad,Arizona,US
BGU,FEFG,CFBGU,236229,Tokoyo,,CF
BGV,,BRBGV,3470073,Bento Gonçalves,Rio Grande do Sul,BR
BGW,ORBI,IQBGW,98182,Baghdad,Mayorality of Baghdad,IQ
BGX,SBBG,BRBGX,3471196,Bagé,Rio Grande do Sul,BR
BGY,LIME,ITBGO,3182164,Bergamo,Lombardy,IT
BGZ,LPBR,PTBGZ,2742032,Braga,Braga,PT
BHA,SEBC,ECBHA,3651282,San Vicente,Manabí,EC
BHB,KBHB,USBHB,4957320,Bar Harbor,Maine,US
BHC,,PKBHC,8604577,Bhurban,Punjab,PK
BHD,EGAC,GBBHD,2655984,Belfast,Northern Ireland,GB
BHE,NZWB,NZBHE,6243926,Blenheim,Marlborough,NZ
BHF,,COBHF,3689828,Antadó,Chocó,CO
BHG,MHBL,HNBHG,3614663,Brus Laguna,Gracias a Dios,HN
BHH,OEBH,SABHH,101810,Sufan,,SA
BHI,SAZB,ARBHI,3865086,Bahía Blanca,Buenos Aires,AR
BHJ,VABJ,INBHJ,1275812,Bhuj,Gujarat,IN
BHK,UTSB,UZBHK,1217662,Bukhara,Bukhara,UZ
BHL,,MXBHL,4017731,Bahía de los Ángeles,Baja California,MX
BHM,KBHM,,4049979,Birmingham,Alabama,US
BHN,OYBN,YEBHN,74249,Jarbān,Shabwah,YE
BHO,VABP,INBHO,1275841,Bhopal,Madhya Pradesh,IN
BHP,VNBJ,NPBHP,1283600,Bhojpur,Eastern Region,NP
BHQ,YBHI,AUBHQ,2173911,Broken Hill,New South Wales,AU
BHR,VNBP,NPBHR,1283613,Bharatpur,Central Region,NP
BHS,YBTH,AUBHS,2176632,Bathurst,New South Wales,AU
BHT,,AUBHT,8597009,Mount Windsor,Queensland,AU
BHU,VABV,INBHU,1276032,Bhavnagar,Gujarat,IN
BHV,OPBW,PKBHV,1183880,Bahāwalpur,Punjab,PK
BHW,,,1166000,Sargodha,Punjab,PK
BHX,EGBB,GBBHM,2655603,Birmingham,England,GB
BHY,ZSBH,CNBHY,1816705,Beihai,Guangxi Zhuang Autonomous Region,CN
BIA,LFKB,FRBIA,3034640,Bastia,Corsica,FR
BIB,HCMB,SOBIB,64536,Baidoa,Bay,SO
BIC,,USBIC,5871598,Pilot Point,Alaska,US
BID,KBID,USBID,6944260,Block Island,Rhode Island,US
BIE,KBIE,USBIE,5063646,Beatrice,Nebraska,US
BIF,KBIF,,5520993,El Paso,Texas,US
BIG,PABI,USBIG,5880620,Big Delta,Alaska,US
BIH,KBIH,USBIH,5328808,Bishop,California,US
BIJ,,PGBIJ,2085521,Teterei,Madang,PG
BIK,WABB,IDBIK,1648844,Biak,Papua,ID
BIL,KBIL,USBIL,5640350,Billings Metropolitan Area,Montana,US
BIM,MYBS,BSBIM,10626569,Port Royal,Bimini,BS
BIN,OABN,AFBIN,1147242,Bāmyān,Bamyan,AF
BIO,LEBB,ESBIO,3128026,Bilbao,Basque Country,ES
BIQ,LFBZ,FRBIQ,3032797,Biarritz,Aquitaine-Limousin-Poitou-Charentes,FR
BIR,VNVT,NPBIR,1283582,Biratnagar,Eastern Region,NP
BIS,KBIS,USBIS,5688025,Bismarck,North Dakota,US
BIT,VNBT,NPBIT,1283700,Baitadī,,NP
BIU,BIBD,ISBIU,3418226,Bildudalur,Westfjords,IS
BIV,FEFR,CFBIV,239899,Bria,Haute-Kotto,CF
BIW,,AUBIW,8608040,Butchilbiddee Community,Western Australia,AU
BIY,FABE,ZABIY,1019330,Bhisho,Eastern Cape,ZA
BJA,DAAE,DZBJA,2505329,Bejaïa,Béjaïa,DZ
BJB,OIMN,IRBJB,140380,Bojnūrd,Khorāsān-e Shomālī,IR
BJC,KBJC,USBJC,5415035,Broomfield,Colorado,US
BJD,BIBK,,2632969,Bakkafjordur,Northeast,IS
BJE,,,376901,Dabbat ‘Ubayd,West Kordofan State,SD
BJF,ENBS,NOBJF,780717,Båtsfjord,Finnmark Fylke,NO
BJG,,IDBJG,1648340,Bolaang,North Sulawesi,ID
BJH,VNBG,NPBJH,1283698,Bajhang,,NP
BJI,KBJI,USBJI,5017822,Bemidji,Minnesota,US
BJJ,KBJJ,USIHV,5177358,Wooster,Ohio,US
BJK,WAPK,,1649130,Benjina,Maluku,ID
BJL,GBYD,GMBJL,2413876,Banjul,Banjul,GM
BJM,HBBA,BIBJM,425378,Bujumbura,Bujumbura Mairie,BI
BJO,SLBJ,BOBJO,3923154,Bermejo,Tarija,BO
BJP,SBBP,,3469092,Bragança Paulista,São Paulo,BR
BJQ,,,287939,Haymā’,Al Wusţá,OM
BJR,HABD,ETBJR,342884,Bahir Dar,Amhara,ET
BJU,VNBR,NPBJU,1283696,Bājura,,NP
BJV,LTFE,,320995,Bodrum,Muğla,TR
BJW,WATB,IDBJW,1650720,Bajawa,East Nusa Tenggara,ID
BJX,MMLO,MXLEN,3983058,Silao,Guanajuato,MX
BJY,LYBT,,792838,Batajnica,,RS
BJZ,LEBZ,ESBJZ,2521420,Badajoz,Extremadura,ES
BKA,UUBB,RUMOW,524901,Moscow,Moscow,RU
BKB,VIBK,INBKB,1275665,Bikaner,Rajasthan,IN
BKC,PABL,USBKC,5858176,Buckland,Alaska,US
BKD,KBKD,USBKD,4676181,Breckenridge,Texas,US
BKE,KBKE,USBKE,5712169,Baker City,Oregon,US
BKG,KBBG,,4405638,Ridgedale,Missouri,US
BKH,PHBK,USBKH,5849164,Kekaha,Hawaii,US
BKI,WBKK,MYBKI,1733432,Kota Kinabalu,Sabah,MY
BKJ,GUOK,GNBKJ,2422924,Boké,Boke,GN
BKK,VTBS,THBKK,1609350,Bangkok,Bangkok,TH
BKL,KBKL,,5150529,Cleveland,Ohio,US
BKM,WBGQ,MYBKM,1756990,Long Muda,Sarawak,MY
BKN,,,161616,Balkanabat,Balkan,TM
BKO,GABS,,2451350,Sénou,Bamako,ML
BKP,,AUBKP,8310676,Alpurrurulam,Northern Territory,AU
BKQ,YBCK,AUBKQ,2175650,Blackall,Queensland,AU
BKR,FTTK,TDBKR,2434985,Bokoro,Hadjer-Lamis,TD
BKS,WIPL,IDBKS,1649150,Bengkulu,Bengkulu,ID
BKT,KBKT,USBKT,4747839,Blackstone,Virginia,US
BKU,FMSV,MGBKU,1066310,Betioky,Atsimo-Andrefana,MG
BKW,KBKW,USBKW,4798308,Beckley,West Virginia,US
BKX,KBKX,USBKX,5226534,Brookings,South Dakota,US
BKY,FZMA,CDBKY,217831,Bukavu,South Kivu,CD
BKZ,HTBU,TZBKZ,160961,Bukoba,Kagera,TZ
BLA,SVBC,VEBLA,3648559,Barcelona,Anzoátegui,VE
BLB,MPHO,,3714426,Balboa,Panamá,PA
BLC,FKKG,CMBLC,2235029,Bali,North-West,CM
BLD,KBVU,USBLD,5506956,Las Vegas,Nevada,US
BLE,ESSD,SEBLE,2720383,Borlänge,Dalarna,SE
BLF,KBLF,USBLF,4748125,Bluefield,Virginia,US
BLG,WBGC,MYBLG,1737314,Belaga,Sarawak,MY
BLH,KBLH,USBLH,5329649,Blythe,California,US
BLI,KBLI,USBLI,5786899,Bellingham,Washington,US
BLJ,DABT,DZBLJ,2505572,Batna,Batna,DZ
BLK,EGNH,GBBLK,2655459,Blackpool,England,GB
BLL,EKBI,DKBLL,2624144,Billund,South Denmark,DK
BLM,KBLM,USBLM,5096296,Carmerville,New Jersey,US
BLN,YBLA,,2176225,Benalla,Victoria,AU
BLO,BIBL,ISBLO,3418130,Blonduos,Northwest,IS
BLP,SPBL,PEBLP,3699364,Bellavista,San Martín,PE
BLQ,LIPE,ITBLQ,3181928,Bologna,Emilia-Romagna,IT
BLR,VOBL,INBLR,1277333,Bengaluru,Karnataka,IN
BLS,YBLL,AUBLS,2174995,Bollon,Queensland,AU
BLT,YBTR,AUBLT,2175403,Blackwater,Queensland,AU
BLU,KBLU,USBLU,5346497,Emigrant Gap,California,US
BLV,KBLV,USBLV,4242790,Lebanon,Illinois,US
BLX,LIDB,ITBLX,3182210,Belluno,Veneto,IT
BLY,EIBT,IEBLY,2966208,Belmullet,Connaught,IE
BLZ,FWCL,MWBLZ,931755,Blantyre,Southern Region,MW
BMA,ESSB,SEBMA,2673730,Stockholm,Stockholm,SE
BMB,FZFU,CDBMB,217745,Bumba,Équateur,CD
BMC,KBMC,USBMC,5771960,Brigham City,Utah,US
BMD,FMML,MGBMD,1067531,Belo sur Tsiribihina,Menabe,MG
BME,YBRM,AUBME,2075720,Broome,Western Australia,AU
BMF,FEGM,CFBMF,240688,Bakouma,,CF
BMG,KBMG,USBMG,4254679,Bloomington,Indiana,US
BMH,,PGBMH,8529223,Uhani,Chimbu,PG
BMI,KBMI,USBMI,4885164,Bloomington,Illinois,US
BMJ,SYBR,GYBMJ,3661401,Baramita,Barima-Waini,GY
BMK,EDWR,DEBMK,2946206,Borkum,Lower Saxony,DE
BML,KBML,USBML,5089546,Milan,New Hampshire,US
BMM,FOOB,GABMM,2401578,Bitam,Woleu-Ntem,GA
BMN,,IQBMN,89388,Zīwah Birāmūs,Dahūk,IQ
BMO,VYBM,MMBMO,1328218,Bhamo,Kachin,MM
BMP,YBPI,AUBMP,7576008,Keswick Island,Queensland,AU
BMQ,,KEBMQ,200656,Bamburi,Mombasa,KE
BMR,EDWZ,DEBMR,2953006,Baltrum,Lower Saxony,DE
BMS,SNBU,BRBMS,3468893,Brumado,Bahia,BR
BMT,KBMT,,4672989,Beaumont,Texas,US
BMU,WADB,IDBMU,1648759,Bima,West Nusa Tenggara,ID
BMV,VVBM,VNBMV,1586896,Buôn Ma Thuột,Ðắc Lắk,VN
BMW,DATM,DZBMW,2596771,Bordj Badji Mokhtar,Adrar,DZ
BMX,PABM,USBMX,5866615,Kokhanok,Alaska,US
BMY,NWWC,NCBMY,2137713,Wala,North Province,NC
BMZ,,PGBMZ,2097276,Gagoro,Western Province,PG
BNA,KBNA,USBNA,4644585,Nashville,Tennessee,US
BNB,FZGN,CDBNB,218680,Boende,Équateur,CD
BNC,FZNP,CDBNC,219057,Beni,Nord Kivu,CD
BND,OIKB,IRBND,141681,Bandar Abbas,Hormozgan,IR
BNE,YBBN,AUBNE,2174003,Brisbane,Queensland,AU
BNG,KBNG,USBNG,5326032,Banning,California,US
BNI,DNBE,NGBNI,2347283,Benin City,Edo,NG
BNK,YBNA,AUBNK,2177069,Ballina,New South Wales,AU
BNL,KBNL,USBNL,4570015,Barnwell,South Carolina,US
BNN,ENBN,NOBNN,3159954,Brønnøysund,Nordland,NO
BNO,KBNO,USBNO,5716833,Burns,Oregon,US
BNP,OPBN,PKBNP,1183460,Bannu,Khyber Pakhtunkhwa,PK
BNR,DFOB,BFBNR,2362909,Banfora,Cascades,BF
BNS,SVBI,VEBNS,3648546,Barinas,Barinas,VE
BNU,SSBL,BRBNU,3469968,Blumenau,Santa Catarina,BR
BNW,KBNW,USBNW,4849051,Boone,Iowa,US
BNX,LQBK,BABNX,3204541,Banja Luka,Republic of Srspka,BA
BNY,AGGB,SBBNY,8440198,Pauta,,SB
BNZ,,PGBNZ,2099887,Banz,Western Highlands,PG
BOA,FZAJ,CDBOA,2316702,Boma,Bas-Congo,CD
BOB,NTTB,PFBOB,4034551,Faanui,,PF
BOC,MPBO,PABOC,3713959,Bocas del Toro,Bocas del Toro,PA
BOD,LFBD,FRBOD,3031582,Bordeaux,Aquitaine-Limousin-Poitou-Charentes,FR
BOE,FCOB,CGBOE,2260591,Boundji,Cuvette,CG
BOF,KBOF,,4140963,Washington D.C.,"Washington, D.C.",US
BOG,SKBO,,3688689,Bogotá,Bogota D.C.,CO
BOH,EGHH,GBBOH,2655095,Bournemouth,England,GB
BOI,KBOI,USBOI,5586437,Boise,Idaho,US
BOJ,LBBG,,732770,Burgas,Burgas,BG
BOK,KBOK,USBOK,5715905,Brookings,Oregon,US
BOL,EGQB,GBBKO,2656500,Ballykelly,Northern Ireland,GB
BOM,VABB,INCSI,1275339,Mumbai,Maharashtra,IN
BON,TNCB,BQBON,3513563,Kralendijk,Bonaire,BQ
BOO,ENBO,NOBOO,3160881,Bodø,Nordland,NO
BOP,FEFO,CFBOP,2387926,Bouar,Nana-Mambéré,CF
BOQ,,PGBOQ,2090578,Mom,Bougainville,PG
BOS,KBOS,USBOS,4930956,Boston,Massachusetts,US
BOT,AYET,PGBOT,2099079,Bosset,Western Province,PG
BOU,LFLD,,3031005,Bourges,Centre,FR
BOV,,PGBOV,2097370,Fonli,New Ireland,PG
BOW,KBOW,USBOW,4146723,Bartow,Florida,US
BOX,YBRL,AUBOX,2076017,Borroloola,Northern Territory,AU
BOY,DFOO,BFBOY,2362344,Bobo-Dioulasso,Hauts-Bassins,BF
BOZ,FEGZ,CFBOZ,2387546,Bozoum,Ouham-Pendé,CF
